city,property_type,amenities
CTXGA,Villa,Washing Machine
CTXGA,Cottage,Washing Machine
XGA,Apartment,Lift/Elevator
XGA,Homestay,Lawn
XGA,Hostel,Indoor Games
XGA,Villa,Washing Machine
XGA,Cottage,Washing Machine
CTXNK,Apartment,Kitchen
CTXNK,Homestay,Caretaker
CTXNK,Hostel,Wifi
CTXNK,Villa,Swimming Pool
CTXNK,Cottage,Swimming Pool
XNK,Apartment,Kitchen
XNK,Homestay,Caretaker
XNK,Hostel,Wifi
XNK,Villa,Swimming Pool
XNK,Cottage,Swimming Pool
CTXNK,Apartment,Caretaker
CTXNK,Homestay,Wifi
CTXNK,Hostel,Bonfire
CTXNK,Villa,Caretaker
CTXNK,Cottage,Caretaker
XNK,Apartment,Caretaker
XNK,Homestay,Wifi
XNK,Hostel,Bonfire
XNK,Villa,Caretaker
XNK,Cottage,Caretaker
CTXNK,Apartment,Living Room
CTXNK,Homestay,Kitchen
CTXNK,Hostel,Living Room
CTXNK,Villa,Wifi
CTXNK,Cottage,Wifi
XNK,Apartment,Living Room
XNK,Homestay,Kitchen
XNK,Hostel,Living Room
XNK,Villa,Wifi
XNK,Cottage,Wifi
CTXNK,Apartment,Balcony/Terrace
CTXNK,Homestay,Living Room
CTXNK,Hostel,Kitchen
CTXNK,Villa,Kitchen
CTXNK,Cottage,Kitchen
XNK,Apartment,Balcony/Terrace
XNK,Homestay,Living Room
XNK,Hostel,Kitchen
XNK,Villa,Kitchen
XNK,Cottage,Kitchen
CTXNK,Apartment,TV
CTXNK,Homestay,Balcony/Terrace
CTXNK,Hostel,Parking
CTXNK,Villa,Bonfire/Fireplace
CTXNK,Cottage,Bonfire/Fireplace
XNK,Apartment,TV
XNK,Homestay,Balcony/Terrace
XNK,Hostel,Parking
XNK,Villa,Bonfire/Fireplace
XNK,Cottage,Bonfire/Fireplace
CTXNK,Apartment,Wifi
CTXNK,Homestay,Parking
CTXNK,Hostel,Washing Machine
CTXNK,Villa,Balcony/Terrace
CTXNK,Cottage,Balcony/Terrace
XNK,Apartment,Wifi
XNK,Homestay,Parking
XNK,Hostel,Washing Machine
XNK,Villa,Balcony/Terrace
XNK,Cottage,Balcony/Terrace
CTXNK,Apartment,Parking
CTXNK,Homestay,TV
CTXNK,Hostel,Café
CTXNK,Villa,TV
CTXNK,Cottage,TV
XNK,Apartment,Parking
XNK,Homestay,TV
XNK,Hostel,Café
XNK,Villa,TV
XNK,Cottage,TV
CTXNK,Apartment,Lift/Elevator
CTXNK,Homestay,Lawn
CTXNK,Hostel,Indoor Games
CTXNK,Villa,Washing Machine
CTXNK,Cottage,Washing Machine
XNK,Apartment,Lift/Elevator
XNK,Homestay,Lawn
XNK,Hostel,Indoor Games
XNK,Villa,Washing Machine
XNK,Cottage,Washing Machine
RGXLR,Apartment,Kitchen
RGXLR,Homestay,Caretaker
RGXLR,Hostel,Wifi
RGXLR,Villa,Swimming Pool
RGXLR,Cottage,Swimming Pool
CTXLR,Apartment,Kitchen
CTXLR,Homestay,Caretaker
CTXLR,Hostel,Wifi
CTXLR,Villa,Swimming Pool
CTXLR,Cottage,Swimming Pool
XLR,Apartment,Kitchen
XLR,Homestay,Caretaker
XLR,Hostel,Wifi
XLR,Villa,Swimming Pool
XLR,Cottage,Swimming Pool
RGXLR,Apartment,Caretaker
RGXLR,Homestay,Wifi
RGXLR,Hostel,Bonfire
RGXLR,Villa,Caretaker
RGXLR,Cottage,Caretaker
CTXLR,Apartment,Caretaker
CTXLR,Homestay,Wifi
CTXLR,Hostel,Bonfire
CTXLR,Villa,Caretaker
CTXLR,Cottage,Caretaker
XLR,Apartment,Caretaker
XLR,Homestay,Wifi
XLR,Hostel,Bonfire
XLR,Villa,Caretaker
XLR,Cottage,Caretaker
RGXLR,Apartment,Living Room
RGXLR,Homestay,Kitchen
RGXLR,Hostel,Living Room
RGXLR,Villa,Wifi
RGXLR,Cottage,Wifi
CTXLR,Apartment,Living Room
CTXLR,Homestay,Kitchen
CTXLR,Hostel,Living Room
CTXLR,Villa,Wifi
CTXLR,Cottage,Wifi
XLR,Apartment,Living Room
XLR,Homestay,Kitchen
XLR,Hostel,Living Room
XLR,Villa,Wifi
XLR,Cottage,Wifi
RGXLR,Apartment,Balcony/Terrace
RGXLR,Homestay,Living Room
RGXLR,Hostel,Kitchen
RGXLR,Villa,Kitchen
RGXLR,Cottage,Kitchen
CTXLR,Apartment,Balcony/Terrace
CTXLR,Homestay,Living Room
CTXLR,Hostel,Kitchen
CTXLR,Villa,Kitchen
CTXLR,Cottage,Kitchen
XLR,Apartment,Balcony/Terrace
XLR,Homestay,Living Room
XLR,Hostel,Kitchen
XLR,Villa,Kitchen
XLR,Cottage,Kitchen
RGXLR,Apartment,TV
RGXLR,Homestay,Balcony/Terrace
RGXLR,Hostel,Parking
RGXLR,Villa,Bonfire/Fireplace
RGXLR,Cottage,Bonfire/Fireplace
CTXLR,Apartment,TV
CTXLR,Homestay,Balcony/Terrace
CTXLR,Hostel,Parking
CTXLR,Villa,Bonfire/Fireplace
CTXLR,Cottage,Bonfire/Fireplace
XLR,Apartment,TV
XLR,Homestay,Balcony/Terrace
XLR,Hostel,Parking
XLR,Villa,Bonfire/Fireplace
XLR,Cottage,Bonfire/Fireplace
RGXLR,Apartment,Wifi
RGXLR,Homestay,Parking
RGXLR,Hostel,Washing Machine
RGXLR,Villa,Balcony/Terrace
RGXLR,Cottage,Balcony/Terrace
CTXLR,Apartment,Wifi
CTXLR,Homestay,Parking
CTXLR,Hostel,Washing Machine
CTXLR,Villa,Balcony/Terrace
CTXLR,Cottage,Balcony/Terrace
XLR,Apartment,Wifi
XLR,Homestay,Parking
XLR,Hostel,Washing Machine
XLR,Villa,Balcony/Terrace
XLR,Cottage,Balcony/Terrace
RGXLR,Apartment,Parking
RGXLR,Homestay,TV
RGXLR,Hostel,Café
RGXLR,Villa,TV
RGXLR,Cottage,TV
CTXLR,Apartment,Parking
CTXLR,Homestay,TV
CTXLR,Hostel,Café
CTXLR,Villa,TV
CTXLR,Cottage,TV
XLR,Apartment,Parking
XLR,Homestay,TV
XLR,Hostel,Café
XLR,Villa,TV
XLR,Cottage,TV
RGXLR,Apartment,Lift/Elevator
RGXLR,Homestay,Lawn
RGXLR,Hostel,Indoor Games
RGXLR,Villa,Washing Machine
RGXLR,Cottage,Washing Machine
CTXLR,Apartment,Lift/Elevator
CTXLR,Homestay,Lawn
CTXLR,Hostel,Indoor Games
CTXLR,Villa,Washing Machine
CTXLR,Cottage,Washing Machine
XLR,Apartment,Lift/Elevator
XLR,Homestay,Lawn
XLR,Hostel,Indoor Games
XLR,Villa,Washing Machine
XLR,Cottage,Washing Machine
